vehicle_id,event_time,battery_level
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2022-01-09 20:11:31.711,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-10 04:26:28.039,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-10 01:43:24.011,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-10 01:03:30.018,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-09 17:30:13.031,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-09 21:37:11.027,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-09 21:30:31.631,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-09 03:56:02.027,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2022-01-08 19:26:29.007,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-09 05:40:02.016,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-09 03:56:20.007,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-09 00:43:54.020,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-08 22:21:53.013,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-08 21:18:37.022,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2022-01-08 22:21:47.009,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2022-01-08 19:26:13.009,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-08 19:26:06.018,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2022-01-08 01:12:59.040,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-08 15:52:12.026,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2022-01-08 15:52:12.002,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-08 02:07:03.004,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-08 04:48:12.025,74.1
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-08 02:07:04.018,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2022-01-07 23:00:57.003,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2022-01-07 21:32:23.027,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-07 18:35:42.017,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-07 16:40:18.009,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-07 16:58:25.002,77.6
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2022-01-06 21:29:53.039,UNKNOWN
460a67ab-ee58-4279-b96d-ac56ac029d3e,2022-01-06 02:56:42.047,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-07 01:39:28.009,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-06 03:53:13.018,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-06 19:35:13.002,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2022-01-06 20:09:48.817,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-06 18:14:54.018,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-06 16:15:04.037,74.5
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-06 17:37:35.026,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-06 16:15:04.017,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-06 15:04:39.147,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-06 01:37:02.113,71.3
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2022-01-05 23:55:07.018,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-05 22:29:07.600,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-05 20:14:35.047,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-05 19:14:19.011,99.6
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-05 16:28:55.017,66.2
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-05 17:45:35.013,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2022-01-05 02:05:23.026,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-04 23:58:53.002,67.0
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2022-01-03 20:54:32.009,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-04 23:12:34.018,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-04 19:49:53.006,70.1
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-04 20:48:54.012,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2022-01-04 03:23:07.007,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-04 19:29:15.003,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-04 16:36:08.040,39.6
d44b765e-d86f-46f8-ba46-8cd913c49285,2022-01-03 20:48:45.022,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-04 12:55:32.034,77.2
9893c80d-f282-46cf-a794-280f0306c936,2022-01-03 18:37:19.013,UNKNOWN
460a67ab-ee58-4279-b96d-ac56ac029d3e,2022-01-03 23:01:17.008,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-04 07:01:08.011,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-03 23:59:22.002,81.1
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-04 03:23:06.009,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2022-01-04 01:08:18.005,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2022-01-03 21:29:18.027,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-03 23:53:43.010,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-03 23:53:28.028,72.1
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-03 22:29:28.036,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-03 19:35:25.018,67.0
fb20e847-d2a1-4583-b874-393c9d1f3db9,2022-01-03 19:17:23.013,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2022-01-03 16:51:17.001,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-03 17:02:14.006,74.1
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-03 16:58:32.002,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2022-01-03 06:18:13.037,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-02 08:56:46.006,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2022-01-02 21:00:58.002,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-02 18:57:23.255,61.5
9893c80d-f282-46cf-a794-280f0306c936,2022-01-03 03:06:34.015,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-02 00:39:20.012,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-02 06:07:20.015,78.4
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-01 23:55:09.018,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-01 22:05:32.031,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-01 22:05:32.022,48.2
fb20e847-d2a1-4583-b874-393c9d1f3db9,2022-01-01 06:57:06.040,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-01 12:12:13.033,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2022-01-01 08:46:47.008,50.9
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2022-01-01 05:16:42.029,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2022-01-01 09:29:04.718,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-30 00:20:41.009,UNKNOWN
460a67ab-ee58-4279-b96d-ac56ac029d3e,2022-01-01 00:48:03.018,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2022-01-01 00:48:19.006,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2021-12-31 16:41:54.039,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-31 21:23:41.016,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-30 21:20:21.032,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-31 16:41:45.040,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-31 16:58:26.002,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-31 06:03:19.007,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-31 00:33:41.002,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-30 17:43:07.024,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-30 17:43:03.040,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-30 01:09:48.332,73.3
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-30 09:46:02.036,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 00:20:15.009,50.9
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-30 07:53:14.029,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2021-12-30 01:13:12.009,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-30 06:02:12.003,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-29 15:52:49.027,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-30 01:13:10.011,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-29 21:40:21.096,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-29 17:13:08.128,69.8
9893c80d-f282-46cf-a794-280f0306c936,2021-12-29 17:29:22.009,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-29 11:57:23.033,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-29 01:16:55.047,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-28 20:43:29.008,70.9
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-29 10:29:47.003,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-29 02:42:25.016,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-28 19:23:30.012,66.6
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-28 17:39:47.018,53.7
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-28 17:12:33.030,68.2
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-28 14:24:31.004,65.8
460a67ab-ee58-4279-b96d-ac56ac029d3e,2021-12-28 02:46:44.030,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-28 05:44:54.024,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-27 22:22:02.021,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-27 22:45:47.018,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-26 18:57:20.010,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-27 18:51:59.004,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-27 14:30:53.036,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-26 20:40:12.026,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-26 22:21:30.035,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-26 16:26:36.026,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-26 03:01:03.007,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-26 13:04:35.030,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-26 09:28:12.029,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-26 06:18:16.007,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-26 04:42:00.002,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-25 08:17:59.020,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-25 18:38:37.017,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-25 18:38:17.030,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-25 18:18:18.007,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-24 15:49:46.004,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-25 06:13:33.005,57.2
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-25 05:42:38.030,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-25 00:10:42.031,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-25 00:10:44.040,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-24 22:50:07.022,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-24 22:25:36.009,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-24 18:13:38.007,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-23 23:14:01.003,78.0
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-24 17:47:42.039,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-24 00:18:41.048,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-23 23:27:57.006,62.3
9893c80d-f282-46cf-a794-280f0306c936,2021-12-24 04:59:59.004,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-24 01:22:46.004,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-24 01:22:40.031,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-23 23:39:35.087,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2021-12-23 19:31:45.200,UNKNOWN
460a67ab-ee58-4279-b96d-ac56ac029d3e,2021-12-23 21:44:23.107,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-23 20:28:53.002,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2021-12-23 17:52:00.009,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-22 17:35:47.008,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-23 17:52:14.008,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-23 06:17:11.009,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-23 15:42:16.004,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2021-12-23 15:42:16.011,UNKNOWN
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,2021-12-23 15:21:19.016,72.5
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2021-12-23 06:15:15.062,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2021-12-23 03:21:11.012,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-23 04:07:40.017,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-23 03:56:44.018,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-23 00:52:37.022,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-22 19:11:38.031,69.0
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-21 01:40:48.040,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-22 14:22:11.394,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-21 22:38:59.048,62.7
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-22 02:17:10.002,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-22 02:43:43.035,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-21 22:52:04.009,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2021-12-22 00:40:20.009,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-21 23:20:29.031,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-21 23:20:34.030,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2021-12-20 01:47:29.030,UNKNOWN
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-21 20:00:11.018,UNKNOWN
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-21 20:00:05.027,67.0
4d210a10-6c23-41c4-92e1-5b1833f7b54a,2021-12-21 17:13:58.013,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2021-12-21 17:14:20.030,UNKNOWN
460a67ab-ee58-4279-b96d-ac56ac029d3e,2021-12-21 01:40:52.005,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-20 01:47:29.013,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-20 22:16:19.034,UNKNOWN
9893c80d-f282-46cf-a794-280f0306c936,2021-12-20 18:24:53.015,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-20 17:45:08.022,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-20 13:36:17.007,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-20 01:17:27.210,UNKNOWN
460a67ab-ee58-4279-b96d-ac56ac029d3e,2021-12-20 01:27:48.039,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-20 01:27:52.014,UNKNOWN
c9c8b7fb-eaa8-4ab5-ba8f-756f15bb8635,2021-12-19 22:26:13.009,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-19 18:16:16.003,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-19 18:16:14.017,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-19 18:33:46.004,UNKNOWN
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,2021-12-19 07:31:53.009,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-19 00:38:58.497,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-19 13:14:57.012,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-19 08:17:12.031,UNKNOWN
f0704100-56e6-4117-ae4f-cf97e5d2d132,2021-12-19 07:32:14.004,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-19 05:54:05.037,UNKNOWN
fb20e847-d2a1-4583-b874-393c9d1f3db9,2021-12-19 04:10:51.041,UNKNOWN
460a67ab-ee58-4279-b96d-ac56ac029d3e,2021-12-18 22:45:17.030,UNKNOWN
3e937810-3a3b-48d6-80ad-56ae12c3bed8,2021-12-18 18:53:37.067,UNKNOWN
